YEAR,MO,DY,HR,PRECTOTCORR,RH2M,PS,WS2M,T2M
2010,1,5,6,0,90.19,94.4,1.65,6.27
2010,1,5,7,0,83.38,94.47,1.81,7.51
2010,1,5,8,0,63.81,94.53,3.03,11.68
2010,1,5,9,0,46.81,94.58,3.86,15.08
2010,1,5,10,0,37.38,94.58,3.82,17.34
2010,1,5,11,0,31.94,94.51,3.58,19.15
2010,1,5,12,0,28.38,94.4,3.39,20.48
2010,1,5,13,0,26.38,94.29,3.21,21.19
2010,1,5,14,0,25.81,94.22,3.02,21.26
2010,1,5,15,0,26.62,94.2,2.8,20.63
2010,1,5,16,0,36.38,94.22,1.79,18.73
2010,1,5,17,0,57.69,94.27,1.16,13.86
2010,1,5,18,0,60.25,94.36,1.28,11.68
2010,1,5,19,0,62.12,94.45,1.3,10.65
2010,1,5,20,0,63.56,94.51,1.31,9.77
2010,1,5,21,0,64.69,94.56,1.32,9.05
2010,1,5,22,0,65.56,94.56,1.32,8.49
2010,1,5,23,0,66.44,94.51,1.3,8.03
2010,1,6,0,0,67.06,94.45,1.26,7.65
2010,1,6,1,0,67.44,94.42,1.24,7.35
2010,1,6,2,0,69.31,94.39,1.24,6.8
2010,1,6,3,0,71,94.38,1.25,6.34
2010,1,6,4,0,72.06,94.37,1.23,5.98
2010,1,6,5,0,72.19,94.41,1.19,5.8
2010,1,6,6,0,71.44,94.47,1.14,5.79
2010,1,6,7,0,70.62,94.55,0.95,6.73
2010,1,6,8,0,56.88,94.62,1.26,10.64
2010,1,6,9,0,44.31,94.69,1.25,14.07
2010,1,6,10,0,35.56,94.69,1.51,17.15
2010,1,6,11,0,31.81,94.63,1.41,19
2010,1,6,12,0,29.12,94.52,1.35,20.39
2010,1,6,13,0,27.69,94.4,1.35,21.26
2010,1,6,14,0,27.44,94.33,1.4,21.52
2010,1,6,15,0,28.44,94.3,1.45,21.08
2010,1,6,16,0,39.06,94.3,0.99,19.43
2010,1,6,17,0,54.88,94.34,1.05,15.32
2010,1,6,18,0,58.06,94.41,1.24,12.87
2010,1,6,19,0,62.56,94.5,1.23,11.47
2010,1,6,20,0,65.25,94.57,1.22,10.53
2010,1,6,21,0,66.5,94.63,1.18,9.94
2010,1,6,22,0,66.88,94.66,1.1,9.54
2010,1,6,23,0,67.25,94.64,0.99,9.22
2010,1,7,0,0,68.5,94.61,0.87,8.77
2010,1,7,1,0,68.94,94.58,0.79,8.58
2010,1,7,2,0,69.12,94.55,0.66,8.44
2010,1,7,3,0,67.88,94.54,0.56,8.6
2010,1,7,4,0,67.69,94.54,0.51,8.55
2010,1,7,5,0,68.44,94.57,0.57,8.3
2010,1,7,6,0,70.38,94.63,0.63,7.81
2010,1,7,7,0,69.5,94.71,0.67,8.28
2010,1,7,8,0,60.56,94.79,0.99,11.27
2010,1,7,9,0,47.56,94.85,1.22,14.77
2010,1,7,10,0,35.75,94.87,1.02,18.34
2010,1,7,11,0,32.19,94.8,0.85,20.05
2010,1,7,12,0,29.69,94.68,0.68,21.3
2010,1,7,13,0,27.88,94.57,0.48,22.14
2010,1,7,14,0,27.19,94.5,0.27,22.4
2010,1,7,15,0,27.69,94.47,0.07,22.07
2010,1,7,16,0,35.88,94.49,0.1,20.76
2010,1,7,17,0,40.44,94.53,0.02,18.19
2010,1,7,18,0,41.25,94.61,0.1,16.58
2010,1,7,19,0,43.75,94.7,0.12,15.54
2010,1,7,20,0,46.19,94.77,0.24,14.58
2010,1,7,21,0,48.31,94.8,0.34,13.76
2010,1,7,22,0,49.62,94.79,0.38,13.15
2010,1,7,23,0,51.81,94.75,0.52,12.35
2010,1,8,0,0,53.69,94.69,0.62,11.69
2010,1,8,1,0,55.44,94.66,0.65,11.15
2010,1,8,2,0,57.25,94.62,0.71,10.65
2010,1,8,3,0,58.62,94.6,0.77,10.23
2010,1,8,4,0,58.75,94.6,0.77,10.08
2010,1,8,5,0,59.25,94.64,0.73,9.93
2010,1,8,6,0,59.88,94.7,0.71,9.79
2010,1,8,7,0,60.12,94.77,0.64,10.19
2010,1,8,8,0,55.12,94.82,0.73,12.9
2010,1,8,9,0,43.81,94.86,0.75,16.27
2010,1,8,10,0,32.06,94.86,0.34,19.98
2010,1,8,11,0,28.25,94.78,0.34,21.65
2010,1,8,12,0,26,94.67,0.71,22.8
2010,1,8,13,0,24.62,94.56,1.05,23.48
2010,1,8,14,0,24.12,94.48,1.38,23.59
2010,1,8,15,0,24.88,94.44,1.62,23.09
2010,1,8,16,0,35.25,94.43,1.16,21.36
2010,1,8,17,0,51.38,94.44,1.11,17
2010,1,8,18,0,52.88,94.5,1.26,14.71
2010,1,8,19,0,55.12,94.58,1.24,13.65
2010,1,8,20,0,54.12,94.64,1.16,13.27
2010,1,8,21,0,53.25,94.68,0.89,12.98
2010,1,8,22,0,50.38,94.69,0.63,13.12
2010,1,8,23,0,50.06,94.66,0.5,12.76
2010,1,9,0,0,51.38,94.62,0.6,12.07
2010,1,9,1,0,52.25,94.58,0.87,11.52
2010,1,9,2,0,57.5,94.53,1.07,10.11
2010,1,9,3,0,61.69,94.5,1.24,9.02
2010,1,9,4,0,65.69,94.5,1.29,8.05
2010,1,9,5,0,67.94,94.53,1.29,7.46
2010,1,9,6,0,69,94.58,1.26,7.17
2010,1,9,7,0,69.19,94.66,1.1,8.22
2010,1,9,8,0,52.88,94.72,1.65,12.56
2010,1,9,9,0,41.5,94.78,1.33,16.1
2010,1,9,10,0,30.94,94.8,1.63,20.39
2010,1,9,11,0,27.5,94.73,2.05,22.43
2010,1,9,12,0,26.06,94.6,2.24,23.65
2010,1,9,13,0,25.38,94.5,2.34,24.33
2010,1,9,14,0,25.44,94.41,2.36,24.45
2010,1,9,15,0,27.06,94.38,2.29,23.81
2010,1,9,16,0,40.75,94.38,1.31,21.73
2010,1,9,17,0,55.75,94.41,1.15,17.31
2010,1,9,18,0,57.25,94.49,1.28,15.15
2010,1,9,19,0,60.12,94.56,1.26,13.85
2010,1,9,20,0,61.38,94.62,1.22,12.89
2010,1,9,21,0,61.25,94.67,1.19,12.23
2010,1,9,22,0,61.31,94.69,1.13,11.58
2010,1,9,23,0,61.62,94.66,1.11,10.97
2010,1,10,0,0,62.44,94.63,1.13,10.34
2010,1,10,1,0,63.69,94.6,1.17,9.72
2010,1,10,2,0,64.69,94.56,1.2,9.24
2010,1,10,3,0,65.25,94.53,1.22,8.9
2010,1,10,4,0,65.62,94.53,1.22,8.65
2010,1,10,5,0,65.56,94.56,1.2,8.51
2010,1,10,6,0,64.81,94.62,1.16,8.55
2010,1,10,7,0,64.75,94.69,0.98,9.76
2010,1,10,8,0,48.25,94.74,1.47,14.02
2010,1,10,9,0,38.38,94.8,1.69,17.36
2010,1,10,10,0,32.38,94.8,2.94,20.92
2010,1,10,11,0,30.44,94.73,3.74,22.76
2010,1,10,12,0,29.62,94.63,4.1,23.74
2010,1,10,13,0,29.19,94.53,4.25,24.23
2010,1,10,14,0,29.44,94.47,4.23,24.15
2010,1,10,15,0,30.69,94.44,3.94,23.4
2010,1,10,16,0,38.25,94.45,2.58,21.35
2010,1,10,17,0,56.12,94.49,1.5,16.44
2010,1,10,18,0,60,94.58,1.5,14.08
2010,1,10,19,0,61.5,94.66,1.43,12.94
2010,1,10,20,0,62.75,94.73,1.34,12.11
2010,1,10,21,0,62.75,94.77,1.27,11.6
2010,1,10,22,0,61.94,94.78,1.24,11.26
2010,1,10,23,0,61.38,94.75,1.22,10.92
2010,1,11,0,0,60.81,94.72,1.23,10.65
2010,1,11,1,0,61.12,94.67,1.24,10.23
2010,1,11,2,0,61.94,94.64,1.26,9.73
2010,1,11,3,0,62.94,94.61,1.27,9.22
2010,1,11,4,0,63.38,94.61,1.27,8.82
2010,1,11,5,0,62.75,94.64,1.22,8.64
2010,1,11,6,0,61.19,94.7,1.13,8.71
2010,1,11,7,0,61.75,94.76,0.89,9.73
2010,1,11,8,0,47.94,94.82,1.16,13.9
2010,1,11,9,0,37.56,94.87,1.36,17.28
2010,1,11,10,0,30.44,94.88,2.58,21.23
2010,1,11,11,0,27.31,94.82,3.21,23.12
2010,1,11,12,0,25.69,94.71,3.62,24.19
2010,1,11,13,0,24.75,94.6,3.89,24.66
2010,1,11,14,0,24.81,94.52,4.02,24.48
2010,1,11,15,0,26.31,94.48,3.9,23.6
2010,1,11,16,0,33.75,94.5,2.73,21.54
2010,1,11,17,0,53.94,94.54,1.43,16.47
2010,1,11,18,0,59.44,94.62,1.39,14.1
2010,1,11,19,0,61.25,94.7,1.32,13.2
2010,1,11,20,0,62.19,94.76,1.28,12.55
2010,1,11,21,0,62.38,94.8,1.26,12.06
2010,1,11,22,0,62.75,94.8,1.27,11.56
2010,1,11,23,0,63.69,94.77,1.27,10.98
2010,1,12,0,0,64.56,94.72,1.26,10.4
2010,1,12,1,0,65.12,94.66,1.24,9.86
2010,1,12,2,0,65.81,94.6,1.22,9.33
2010,1,12,3,0,65.62,94.58,1.19,8.98
2010,1,12,4,0,65.88,94.58,1.18,8.57
2010,1,12,5,0,66.69,94.64,1.23,8.08
2010,1,12,6,0,66.81,94.73,1.26,7.78
2010,1,12,7,0,65.44,94.81,1.13,9.08
2010,1,12,8,0,46.06,94.88,1.97,13.48
2010,1,12,9,0,37.88,94.92,2.25,17.12
2010,1,12,10,0,34.5,94.9,2.76,20.21
2010,1,12,11,0,31.56,94.82,3.09,22.3
2010,1,12,12,0,28.94,94.72,3.39,23.81
2010,1,12,13,0,27.38,94.64,3.51,24.54
2010,1,12,14,0,26.81,94.58,3.5,24.55
2010,1,12,15,0,27.69,94.56,3.38,23.82
2010,1,12,16,0,35.25,94.57,2.37,21.94
2010,1,12,17,0,53.69,94.63,1.4,17.63
2010,1,12,18,0,55.31,94.73,1.62,15.99
2010,1,12,19,0,56.12,94.81,1.63,15.19
2010,1,12,20,0,58.5,94.85,1.38,14.49
2010,1,12,21,0,60.06,94.85,1.12,14.19
2010,1,12,22,0,60.38,94.83,1,14.23
2010,1,12,23,0,60.5,94.77,1.01,14.19
2010,1,13,0,0,62.12,94.73,1.04,13.8
2010,1,13,1,0,63.69,94.71,1.07,13.35
2010,1,13,2,0,64.5,94.69,1.09,13.02
2010,1,13,3,0,65.19,94.67,1.07,12.76
2010,1,13,4,0,65.19,94.66,1.02,12.71
2010,1,13,5,0,61.81,94.65,0.93,13.07
2010,1,13,6,0,56.19,94.69,0.58,13.9
2010,1,13,7,0,59.06,94.78,0.48,14.41
2010,1,13,8,0,55.56,94.86,1.08,15.82
2010,1,13,9,0,47.88,94.92,1.61,17.27
2010,1,13,10,0,45.44,94.93,2.06,19.56
2010,1,13,11,0,46.31,94.87,2.33,20.58
2010,1,13,12,0,49.75,94.79,2.36,20.69
2010,1,13,13,0,54.12,94.71,2.27,20.6
2010,1,13,14,0,57.44,94.65,2.29,20.54
2010,1,13,15,0,60.12,94.62,2.48,20.31
2010,1,13,16,0,65.19,94.66,2.57,19.33
2010,1,13,17,0.02,76.94,94.69,1.73,17.24
2010,1,13,18,0.04,84.69,94.76,1.54,15.64
2010,1,13,19,0.04,88.62,94.85,1.47,14.79
2010,1,13,20,0.03,91.5,94.89,1.42,14.16
2010,1,13,21,0.01,93.88,94.92,1.45,13.56
2010,1,13,22,0.01,95.19,94.9,1.38,13.15
2010,1,13,23,0,96.06,94.87,1.27,12.85
2010,1,14,0,0,95.94,94.84,1.2,12.81
2010,1,14,1,0,95.38,94.82,1.15,12.95
2010,1,14,2,0,95.75,94.79,1.09,12.94
2010,1,14,3,0,96.62,94.78,1.12,12.89
2010,1,14,4,0,98.31,94.79,1.11,12.63
2010,1,14,5,0,100,94.83,1.06,12.29
2010,1,14,6,0,100,94.89,1.03,12.02
2010,1,14,7,0,97.62,94.98,1.5,12.78
2010,1,14,8,0.01,90.62,95.07,2.11,14.38
2010,1,14,9,0,82.25,95.15,2.17,16.46
2010,1,14,10,0,73.12,95.17,2.34,18.56
2010,1,14,11,0,65.69,95.11,2.61,20.24
2010,1,14,12,0,59.56,95,2.78,21.57
2010,1,14,13,0,55,94.89,2.79,22.35
2010,1,14,14,0,52.62,94.83,2.68,22.35
2010,1,14,15,0,52.56,94.8,2.51,21.86
2010,1,14,16,0,55.75,94.81,1.95,20.9
2010,1,14,17,0,71.75,94.85,1,18.2
2010,1,14,18,0,75.88,94.93,1.15,16.26
2010,1,14,19,0,78.12,95.01,1.26,14.93
2010,1,14,20,0,79.69,95.07,1.29,13.92
2010,1,14,21,0,80.69,95.09,1.21,13.09
2010,1,14,22,0,81.75,95.06,1.15,12.28
2010,1,14,23,0,82.88,95.03,1.17,11.51
2010,1,15,0,0,83.88,95.01,1.26,10.81
2010,1,15,1,0,84.69,94.99,1.34,10.16
2010,1,15,2,0,85.62,94.97,1.36,9.54
2010,1,15,3,0,86.69,94.96,1.32,8.95
2010,1,15,4,0,87.88,94.97,1.25,8.46
2010,1,15,5,0,88.75,95.04,1.17,8.12
2010,1,15,6,0,88.94,95.11,1.02,7.98
2010,1,15,7,0,84.12,95.18,0.8,9.38
2010,1,15,8,0,67.5,95.26,1.13,12.8
2010,1,15,9,0,52.44,95.32,0.46,17.16
2010,1,15,10,0,44,95.31,0.96,20.4
2010,1,15,11,0,39,95.23,1.29,22.26
2010,1,15,12,0,35.81,95.12,1.34,23.36
2010,1,15,13,0,33.81,95,1.26,24.02
2010,1,15,14,0,33.06,94.94,1.11,24.16
2010,1,15,15,0,33.19,94.92,1.04,23.94
2010,1,15,16,0,37.75,94.94,0.93,22.76
2010,1,15,17,0,49.06,94.99,0.74,19.8
2010,1,15,18,0,54.69,95.06,1.07,17.33
2010,1,15,19,0,61.5,95.14,1.27,15.37
2010,1,15,20,0,68.31,95.2,1.25,13.48
2010,1,15,21,0,72.81,95.22,1.12,12.07
2010,1,15,22,0,74.88,95.2,1.03,11.15
2010,1,15,23,0,74.38,95.16,0.98,10.67
2010,1,16,0,0,72.94,95.11,0.93,10.38
2010,1,16,1,0,71.5,95.06,0.89,10.15
2010,1,16,2,0,71.31,95.03,0.92,9.77
2010,1,16,3,0,72.5,95.02,0.98,9.25
2010,1,16,4,0,73.75,95.04,1.02,8.8
2010,1,16,5,0,74.56,95.08,1.04,8.48
2010,1,16,6,0,75.25,95.15,1.06,8.23
2010,1,16,7,0,75.25,95.22,0.92,9.37
2010,1,16,8,0,57.38,95.28,1.69,13.31
2010,1,16,9,0,45.06,95.31,1.63,16.91
2010,1,16,10,0,37.44,95.29,1.54,19.94
2010,1,16,11,0,32.06,95.19,1.59,21.9
2010,1,16,12,0,29,95.08,1.54,23.06
2010,1,16,13,0,27.06,94.99,1.54,23.75
2010,1,16,14,0,26.19,94.93,1.62,23.88
2010,1,16,15,0,26.69,94.93,1.76,23.33
2010,1,16,16,0,33.81,94.96,1.45,21.73
2010,1,16,17,0,56.81,95.01,1.09,16.9
2010,1,16,18,0,60.06,95.1,1.29,14.19
2010,1,16,19,0,63.19,95.17,1.32,12.85
2010,1,16,20,0,66.62,95.21,1.27,11.7
2010,1,16,21,0,69.12,95.23,1.2,10.8
2010,1,16,22,0,70.25,95.22,1.15,10.17
2010,1,16,23,0,70.81,95.17,1.14,9.64
2010,1,17,0,0,71.12,95.13,1.15,9.16
2010,1,17,1,0,71.5,95.08,1.15,8.76
2010,1,17,2,0,71.81,95.04,1.16,8.39
2010,1,17,3,0,71.38,95.01,1.13,8.19
2010,1,17,4,0,69.38,95.01,1.07,8.35
2010,1,17,5,0,67.19,95.03,0.97,8.56
2010,1,17,6,0,65.06,95.08,0.79,8.79
2010,1,17,7,0,64.38,95.14,0.48,9.86
2010,1,17,8,0,53,95.2,0.2,13.05
2010,1,17,9,0,40.19,95.27,0.05,16.5
2010,1,17,10,0,30.12,95.3,0.82,20.23
2010,1,17,11,0,26.5,95.23,1.26,22.05
2010,1,17,12,0,24.12,95.1,1.59,23.28
2010,1,17,13,0,22.69,94.97,1.86,24.03
2010,1,17,14,0,22.12,94.89,2.05,24.17
2010,1,17,15,0,22.62,94.86,2.11,23.62
2010,1,17,16,0,29.88,94.88,1.58,21.92
2010,1,17,17,0,53.19,94.92,1.14,16.8
2010,1,17,18,0,56.31,94.98,1.4,13.86
2010,1,17,19,0,58.44,95.04,1.44,12.79
2010,1,17,20,0,61.38,95.06,1.31,12.07
2010,1,17,21,0,64.31,95.08,1.12,11.46
2010,1,17,22,0,65.31,95.08,1,11.12
2010,1,17,23,0,63.81,95.06,0.96,11
2010,1,18,0,0,60.94,95.04,0.95,10.95
2010,1,18,1,0,57.81,95,0.9,10.97
2010,1,18,2,0,56,94.98,0.78,10.89
2010,1,18,3,0,54.19,94.96,0.68,10.89
2010,1,18,4,0,53.31,94.95,0.53,10.78
2010,1,18,5,0,51.19,94.99,0.32,10.83
2010,1,18,6,0,50.81,95.05,0.14,10.61
2010,1,18,7,0,53.06,95.1,0.35,11.01
2010,1,18,8,0,44.69,95.16,0.96,13.73
2010,1,18,9,0,34.25,95.21,1.4,17.33
2010,1,18,10,0,28.25,95.21,1.32,20.73
2010,1,18,11,0,25.56,95.11,0.89,22.41
2010,1,18,12,0,23.56,94.98,0.82,23.44
2010,1,18,13,0,22.38,94.86,1.18,23.98
2010,1,18,14,0,21.94,94.77,1.55,23.98
2010,1,18,15,0,22.5,94.73,1.66,23.37
2010,1,18,16,0,32.69,94.72,1.06,21.65
2010,1,18,17,0,48.75,94.74,1.01,17.89
2010,1,18,18,0,51.31,94.8,1.22,15.36
2010,1,18,19,0,56.62,94.85,1.22,13.73
2010,1,18,20,0,60.44,94.87,1.17,12.53
2010,1,18,21,0,62.25,94.88,1.14,11.72
2010,1,18,22,0,61.56,94.87,1.09,11.31
2010,1,18,23,0,59.25,94.83,0.93,11.23
2010,1,19,0,0,56.88,94.8,0.72,11.16
2010,1,19,1,0,55.69,94.75,0.73,10.82
2010,1,19,2,0,56.5,94.69,0.92,10.12
2010,1,19,3,0,56.44,94.67,0.99,9.65
2010,1,19,4,0,54.81,94.68,0.92,9.53
2010,1,19,5,0,52.69,94.74,0.73,9.57
2010,1,19,6,0,51,94.81,0.61,9.62
2010,1,19,7,0,52.19,94.87,0.62,10.39
2010,1,19,8,0,43.56,94.94,0.9,13.37
2010,1,19,9,0,33.56,94.99,0.78,16.88
2010,1,19,10,0,25.12,94.98,1.17,20.49
2010,1,19,11,0,22.06,94.87,1.45,22.08
2010,1,19,12,0,20.12,94.74,1.61,23.13
2010,1,19,13,0,19,94.63,1.83,23.69
2010,1,19,14,0,18.56,94.56,2.16,23.71
2010,1,19,15,0,18.94,94.54,2.52,23.01
2010,1,19,16,0,25.38,94.58,2.19,21.01
2010,1,19,17,0,45,94.63,1.52,15.54
2010,1,19,18,0,48.12,94.71,1.77,12.65
2010,1,19,19,0,50.12,94.75,1.74,11.21
2010,1,19,20,0,52.94,94.79,1.5,10.05
2010,1,19,21,0,54.12,94.81,1.3,9.42
2010,1,19,22,0,52.19,94.81,1.2,9.4
2010,1,19,23,0,52.19,94.77,1.2,9.01
2010,1,20,0,0,54.94,94.76,1.27,8.08
2010,1,20,1,0,57.69,94.75,1.34,7.22
2010,1,20,2,0,59.62,94.74,1.34,6.61
2010,1,20,3,0,60.94,94.74,1.34,6.19
2010,1,20,4,0,62.19,94.77,1.33,5.83
2010,1,20,5,0,62.88,94.83,1.31,5.61
2010,1,20,6,0,63,94.91,1.3,5.51
2010,1,20,7,0,63.19,95,1.13,6.95
2010,1,20,8,0,44.56,95.09,1.88,11.82
2010,1,20,9,0,33.94,95.16,2.26,15.55
2010,1,20,10,0,27.56,95.17,2.63,18.54
2010,1,20,11,0,24.25,95.07,2.42,20.49
2010,1,20,12,0,21.88,94.95,2.25,22.01
2010,1,20,13,0,20.31,94.85,2.2,22.94
2010,1,20,14,0,19.19,94.78,2.24,23.26
2010,1,20,15,0,19.31,94.76,2.33,22.72
2010,1,20,16,0,27.56,94.78,1.65,20.8
2010,1,20,17,0,49.81,94.81,1.13,15.61
2010,1,20,18,0,50.69,94.87,1.31,13.12
2010,1,20,19,0,52.06,94.94,1.31,12.09
2010,1,20,20,0,52.62,94.99,1.31,11.29
2010,1,20,21,0,53.19,95.02,1.32,10.54
2010,1,20,22,0,53.56,95.01,1.3,9.86
2010,1,20,23,0,54.31,94.95,1.27,9.19
2010,1,21,0,0,53.94,94.88,1.25,8.83
2010,1,21,1,0,54.25,94.83,1.23,8.42
2010,1,21,2,0,54.81,94.78,1.21,8.03
2010,1,21,3,0,55.25,94.75,1.2,7.65
2010,1,21,4,0,55.31,94.74,1.19,7.35
2010,1,21,5,0,54.31,94.77,1.17,7.27
2010,1,21,6,0,53,94.84,1.15,7.29
2010,1,21,7,0,55,94.91,1,8.22
2010,1,21,8,0,43.25,94.97,1.24,12.42
2010,1,21,9,0,29.38,95.02,1.52,16.02
2010,1,21,10,0,21.56,95.04,2.13,19.28
2010,1,21,11,0,18.75,94.96,2.23,21.3
2010,1,21,12,0,16.81,94.85,2.44,22.82
2010,1,21,13,0,15.44,94.74,2.62,23.73
2010,1,21,14,0,15.19,94.65,2.66,23.9
2010,1,21,15,0,16,94.59,2.64,23.26
2010,1,21,16,0,25.44,94.58,1.73,21.17
2010,1,21,17,0,46.75,94.61,1.22,15.66
2010,1,21,18,0,48.31,94.67,1.38,13
2010,1,21,19,0,49.31,94.73,1.4,11.91
2010,1,21,20,0,49.25,94.77,1.38,11.15
2010,1,21,21,0,48,94.78,1.36,10.69
2010,1,21,22,0,47.75,94.77,1.35,10.23
2010,1,21,23,0,48.19,94.73,1.36,9.69
2010,1,22,0,0,48.25,94.71,1.37,9.3
2010,1,22,1,0,48.5,94.66,1.35,8.94
2010,1,22,2,0,49.25,94.63,1.34,8.53
2010,1,22,3,0,50,94.6,1.32,8.16
2010,1,22,4,0,49.62,94.61,1.26,8.04
2010,1,22,5,0,47.75,94.66,1.11,8.2
2010,1,22,6,0,45.62,94.75,0.88,8.45
2010,1,22,7,0,44.31,94.83,0.71,10.02
2010,1,22,8,0,40.5,94.91,0.9,13.59
2010,1,22,9,0,25.56,94.98,1.07,17.18
2010,1,22,10,0,18.81,94.98,1.69,20.99
2010,1,22,11,0,16.88,94.9,1.69,22.79
2010,1,22,12,0,15.75,94.78,1.55,24.04
