YEAR,MO,DY,HR,PRECTOTCORR,RH2M,PS,WS2M,T2M
2010,1,12,13,0,12.12,74.33,2.06,6.88
2010,1,12,14,0,12.75,74.28,1.73,6.42
2010,1,12,15,0,19.69,74.24,1.24,5.32
2010,1,12,16,0,29.06,74.21,0.79,2.73
2010,1,12,17,0,22.75,74.23,0.62,1.2
2010,1,12,18,0,22.06,74.28,0.31,0.76
2010,1,12,19,0,23,74.32,0.54,-0.07
2010,1,12,20,0,24.94,74.35,0.83,-0.95
2010,1,12,21,0,26.75,74.36,0.99,-1.85
2010,1,12,22,0,27.5,74.36,1.12,-2.35
2010,1,12,23,0,28.19,74.35,1.24,-2.58
2010,1,13,0,0,29.44,74.33,1.32,-3.01
2010,1,13,1,0,30.38,74.3,1.33,-3.09
2010,1,13,2,0,32.06,74.26,1.33,-3.3
2010,1,13,3,0,33.12,74.21,1.31,-3.65
2010,1,13,4,0,33.19,74.15,1.33,-4.19
2010,1,13,5,0,33.69,74.12,1.34,-4.6
2010,1,13,6,0,33.81,74.13,1.29,-4.71
2010,1,13,7,0,34.25,74.16,1.1,-4.06
2010,1,13,8,0,28.44,74.22,1.28,-1.25
2010,1,13,9,0,18.5,74.27,0.42,1.77
2010,1,13,10,0,15.44,74.27,1.31,4.69
2010,1,13,11,0,14.69,74.22,2.12,5.97
2010,1,13,12,0,14.25,74.14,2.57,6.6
2010,1,13,13,0,14.19,74.1,2.9,6.74
2010,1,13,14,0,14.81,74.12,3.14,6.29
2010,1,13,15,0,17.19,74.16,2.81,5.06
2010,1,13,16,0,35.5,74.22,1.27,1.16
2010,1,13,17,0,37.19,74.28,1.17,-1.14
2010,1,13,18,0,33.19,74.36,0.97,-1.48
2010,1,13,19,0,31,74.43,0.68,-1.82
2010,1,13,20,0,29.75,74.47,0.29,-2.1
2010,1,13,21,0,31.25,74.49,0.16,-2.55
2010,1,13,22,0,31.56,74.51,0.47,-2.92
2010,1,13,23,0,32.62,74.52,0.67,-3.37
2010,1,14,0,0,33.38,74.54,0.82,-3.74
2010,1,14,1,0,33.69,74.57,0.96,-4.12
2010,1,14,2,0,35.81,74.57,1.09,-4.88
2010,1,14,3,0,37.12,74.55,1.25,-5.41
2010,1,14,4,0,38.69,74.53,1.38,-6.14
2010,1,14,5,0,39.56,74.55,1.48,-6.68
2010,1,14,6,0,40.31,74.59,1.56,-7.07
2010,1,14,7,0,40.31,74.62,1.45,-5.95
2010,1,14,8,0,34,74.69,1.47,-1.56
2010,1,14,9,0,16.38,74.77,1.65,2.58
2010,1,14,10,0,13.69,74.84,0.98,5.9
2010,1,14,11,0,13.5,74.81,1.71,7.34
2010,1,14,12,0,13.69,74.75,1.77,7.93
2010,1,14,13,0,14.06,74.72,1.98,8.04
2010,1,14,14,0,14.88,74.71,1.73,7.52
2010,1,14,15,0,21.31,74.69,1.02,6.25
2010,1,14,16,0,28.62,74.69,0.65,3.87
2010,1,14,17,0,23.44,74.72,0.58,2.81
2010,1,14,18,0,23.25,74.77,0.28,2.29
2010,1,14,19,0,24.44,74.8,0.61,1.42
2010,1,14,20,0,27.62,74.81,0.91,0.3
2010,1,14,21,0,29.25,74.8,1.1,-0.17
2010,1,14,22,0,30.19,74.79,1.21,-0.63
2010,1,14,23,0,30.38,74.78,1.22,-0.97
2010,1,15,0,0,30.25,74.76,1.27,-1.2
2010,1,15,1,0,30.5,74.73,1.31,-1.46
2010,1,15,2,0,30.94,74.69,1.38,-1.81
2010,1,15,3,0,31.44,74.67,1.4,-2.06
2010,1,15,4,0,31.5,74.66,1.43,-2.31
2010,1,15,5,0,31.31,74.69,1.43,-2.38
2010,1,15,6,0,30.19,74.74,1.4,-2.06
2010,1,15,7,0,31,74.8,1.33,-1.27
2010,1,15,8,0,38.19,74.85,1.13,1.91
2010,1,15,9,0,19.12,74.89,1.23,5.84
2010,1,15,10,0,16.94,74.92,1.43,8.08
2010,1,15,11,0,16.44,74.89,2.04,9.08
2010,1,15,12,0,16.19,74.83,2.3,9.52
2010,1,15,13,0,16.25,74.79,2.31,9.48
2010,1,15,14,0,16.62,74.79,2.11,8.92
2010,1,15,15,0,20.75,74.79,1.45,7.66
2010,1,15,16,0,29.62,74.8,0.68,5.12
2010,1,15,17,0,24.75,74.84,0.41,3.87
2010,1,15,18,0,26.25,74.9,0.5,3.23
2010,1,15,19,0,29.44,74.94,0.83,2.11
2010,1,15,20,0,30.38,74.96,1.02,0.99
2010,1,15,21,0,30.19,74.98,1.17,0.47
2010,1,15,22,0,31.12,74.99,1.26,-0.21
2010,1,15,23,0,31.75,74.98,1.35,-0.73
2010,1,16,0,0,31.88,74.95,1.39,-1.05
2010,1,16,1,0,31.19,74.93,1.41,-1.16
2010,1,16,2,0,30.69,74.91,1.44,-1.38
2010,1,16,3,0,30.12,74.89,1.48,-1.58
2010,1,16,4,0,30,74.88,1.52,-1.78
2010,1,16,5,0,29.06,74.91,1.54,-1.92
2010,1,16,6,0,27.88,74.95,1.54,-1.94
2010,1,16,7,0,29.94,75,1.43,-1.08
2010,1,16,8,0,36.81,75.05,1.15,2.09
2010,1,16,9,0,19.38,75.09,1.61,5.73
2010,1,16,10,0,14.69,75.08,1.55,8.63
2010,1,16,11,0,13.94,75.02,1.78,9.8
2010,1,16,12,0,14,74.93,1.78,10.23
2010,1,16,13,0,14.38,74.86,1.64,10.17
2010,1,16,14,0,15.38,74.82,1.35,9.65
2010,1,16,15,0,22.38,74.8,0.86,8.43
2010,1,16,16,0,29.31,74.8,0.58,6.27
2010,1,16,17,0,23.06,74.8,0.4,5.23
2010,1,16,18,0,25.75,74.82,0.5,4.37
2010,1,16,19,0,29.88,74.83,0.79,3.38
2010,1,16,20,0,30.19,74.83,0.99,2.66
2010,1,16,21,0,30.19,74.82,1.11,2.39
2010,1,16,22,0,29.31,74.81,1.05,2.3
2010,1,16,23,0,27.25,74.78,0.89,2.53
2010,1,17,0,0,26.06,74.75,0.78,2.74
2010,1,17,1,0,25.69,74.74,0.67,3.02
2010,1,17,2,0,28,74.73,0.58,2.78
2010,1,17,3,0,30.44,74.71,0.72,2.16
2010,1,17,4,0,36.69,74.69,1.05,1.15
2010,1,17,5,0,43.94,74.68,1.22,0.12
2010,1,17,6,0,48,74.71,1.25,-0.39
2010,1,17,7,0,50.19,74.75,1.13,-0.11
2010,1,17,8,0,52.19,74.8,0.92,2.09
2010,1,17,9,0,37.44,74.86,1.04,4.24
2010,1,17,10,0,31.06,74.89,1.14,5.48
2010,1,17,11,0,29.69,74.86,1.26,5.69
2010,1,17,12,0,28.69,74.8,1.12,6.05
2010,1,17,13,0,27.12,74.74,1.02,6.5
2010,1,17,14,0,25.62,74.7,1,6.73
2010,1,17,15,0,26.44,74.68,1,6.21
2010,1,17,16,0,36.25,74.69,0.58,4.12
2010,1,17,17,0,32.81,74.73,0.4,3
2010,1,17,18,0,32.81,74.76,0.18,2.62
2010,1,17,19,0,35.12,74.78,0.66,1.66
2010,1,17,20,0,38.56,74.78,0.93,0.9
2010,1,17,21,0,39.81,74.78,0.99,0.37
2010,1,17,22,0,40.06,74.78,0.99,0.06
2010,1,17,23,0,40.38,74.76,0.98,-0.15
2010,1,18,0,0,40.94,74.73,0.92,-0.51
2010,1,18,1,0,40.56,74.72,0.96,-0.88
2010,1,18,2,0,39.31,74.69,1.01,-1.06
2010,1,18,3,0,39.06,74.64,1.06,-1.38
2010,1,18,4,0,39.31,74.61,1.11,-1.65
2010,1,18,5,0,39.56,74.6,1.15,-1.74
2010,1,18,6,0,38.44,74.62,1.09,-1.51
2010,1,18,7,0,37.81,74.65,0.93,-0.93
2010,1,18,8,0,38.75,74.69,0.9,1.17
2010,1,18,9,0,24.25,74.74,1.72,4.1
2010,1,18,10,0,20.5,74.75,2.42,5.79
2010,1,18,11,0,19,74.71,2.74,6.74
2010,1,18,12,0,18.38,74.66,3.07,7.2
2010,1,18,13,0,18.25,74.58,3.07,7.16
2010,1,18,14,0,18.81,74.53,2.82,6.66
2010,1,18,15,0,20.5,74.52,2.42,5.5
2010,1,18,16,0,36.19,74.52,1.1,2.61
2010,1,18,17,0,35.69,74.54,0.87,1.05
2010,1,18,18,0,33.19,74.58,0.67,0.69
2010,1,18,19,0,30.69,74.61,0.35,0.33
2010,1,18,20,0,31.06,74.62,0.29,-0.06
2010,1,18,21,0,33.19,74.6,0.68,-0.83
2010,1,18,22,0,34.88,74.58,0.88,-1.66
2010,1,18,23,0,36.38,74.57,0.98,-2.24
2010,1,19,0,0,37.19,74.55,1.04,-2.69
2010,1,19,1,0,36.88,74.53,1.04,-2.88
2010,1,19,2,0,35.75,74.52,1.05,-2.81
2010,1,19,3,0,35.25,74.49,1.16,-2.92
2010,1,19,4,0,34.56,74.47,1.18,-2.98
2010,1,19,5,0,34.25,74.48,1.21,-3.04
2010,1,19,6,0,33.94,74.5,1.24,-3.13
2010,1,19,7,0,35.5,74.53,1.17,-2.45
2010,1,19,8,0,35.81,74.58,1.16,0.64
2010,1,19,9,0,21.31,74.62,1.48,3.7
2010,1,19,10,0,19.44,74.63,1.97,5.48
2010,1,19,11,0,18.81,74.57,2.43,6.51
2010,1,19,12,0,18.62,74.5,2.9,7.1
2010,1,19,13,0,19,74.46,3.16,7.14
2010,1,19,14,0,20.12,74.44,3.06,6.57
2010,1,19,15,0,22.44,74.44,2.52,5.43
2010,1,19,16,0,37.44,74.45,1.06,2.62
2010,1,19,17,0,33.69,74.48,0.7,1.28
2010,1,19,18,0,32.88,74.52,0.39,1.01
2010,1,19,19,0,35.06,74.55,0.74,-0.04
2010,1,19,20,0,37.5,74.58,1.05,-0.98
2010,1,19,21,0,39.31,74.6,1.2,-1.7
2010,1,19,22,0,40.25,74.61,1.29,-2.15
2010,1,19,23,0,40.44,74.6,1.35,-2.51
2010,1,20,0,0,40.12,74.6,1.36,-2.71
2010,1,20,1,0,40.31,74.61,1.39,-2.93
2010,1,20,2,0,41.56,74.59,1.45,-3.38
2010,1,20,3,0,42.5,74.55,1.49,-3.75
2010,1,20,4,0,43.06,74.53,1.48,-3.92
2010,1,20,5,0,44.06,74.53,1.47,-4
2010,1,20,6,0,44.62,74.56,1.42,-3.77
2010,1,20,7,0,47.25,74.61,1.29,-2.78
2010,1,20,8,0,44.94,74.68,1.31,0.25
2010,1,20,9,0,32.38,74.76,1.99,2.8
2010,1,20,10,0,29.06,74.81,1.68,4.64
2010,1,20,11,0,28.69,74.8,1.55,5.9
2010,1,20,12,0,28.94,74.75,1.57,6.55
2010,1,20,13,0,29,74.72,1.62,6.79
2010,1,20,14,0,29.88,74.7,1.4,6.4
2010,1,20,15,0,36,74.71,0.77,5.49
2010,1,20,16,0,41.75,74.71,0.15,3.99
2010,1,20,17,0,44.25,74.74,0.61,2.42
2010,1,20,18,0,48.62,74.78,0.89,1.37
2010,1,20,19,0,53,74.8,1.06,0.5
2010,1,20,20,0,55.38,74.82,1.12,-0.1
2010,1,20,21,0,57,74.81,1.18,-0.74
2010,1,20,22,0,57.88,74.79,1.26,-1.32
2010,1,20,23,0,58.44,74.76,1.34,-1.88
2010,1,21,0,0,58.44,74.73,1.38,-2.34
2010,1,21,1,0,58.31,74.71,1.43,-2.77
2010,1,21,2,0,57.81,74.68,1.46,-3.13
2010,1,21,3,0,56.12,74.66,1.46,-3.27
2010,1,21,4,0,53.75,74.65,1.47,-3.3
2010,1,21,5,0,51.88,74.65,1.49,-3.41
2010,1,21,6,0,51.06,74.66,1.49,-3.57
2010,1,21,7,0,51.81,74.67,1.34,-2.92
2010,1,21,8,0,40.94,74.69,1.75,1.07
2010,1,21,9,0,27.75,74.73,1.46,4.8
2010,1,21,10,0,23.5,74.74,0.59,7.1
2010,1,21,11,0,22.06,74.7,1.77,8.26
2010,1,21,12,0,21.75,74.63,2.26,8.72
2010,1,21,13,0,22,74.58,2.28,8.66
2010,1,21,14,0,22.88,74.54,1.96,8.15
2010,1,21,15,0,25.19,74.52,1.46,7.15
2010,1,21,16,0,36.81,74.52,0.67,4.86
2010,1,21,17,0,34.19,74.52,0.59,3.4
2010,1,21,18,0,36.38,74.54,0.62,2.75
2010,1,21,19,0,38.31,74.55,0.69,2.15
2010,1,21,20,0,39.44,74.57,0.8,1.31
2010,1,21,21,0,41.31,74.58,0.95,0.51
2010,1,21,22,0,43.19,74.58,1.12,-0.08
2010,1,21,23,0,44.25,74.55,1.22,-0.81
2010,1,22,0,0,42.69,74.54,1.22,-1.12
2010,1,22,1,0,43.31,74.52,1.32,-1.56
2010,1,22,2,0,44.62,74.48,1.35,-1.74
2010,1,22,3,0,44.56,74.43,1.32,-1.59
